weight	classification	source	location	subject	claim
ORDINARY	SUBJECT-EXTERNAL	docstring	boltrig/skills/loader.py:134	locale	Resolve the ``locale`` variant of ``base_id``, else the default (US-SKL-03).
ORDINARY	SUBJECT-EXTERNAL	docstring	boltrig/skills/loader.py:30	extends	A skill (or one of its ``extends`` ancestors) is not in the store.
ORDINARY	SUBJECT-EXTERNAL	comment	boltrig/store/base.py:270	match_parent	plus that workspace's rows, fail-closed);
ORDINARY	SUBJECT-EXTERNAL	comment	boltrig/store/base.py:614	level	never the raw key.
ORDINARY	SUBJECT-EXTERNAL	docstring	boltrig/store/postgres.py:158	apply_schema	Open the durable store.
ORDINARY	SUBJECT-EXTERNAL	docstring	boltrig/store/postgres.py:374	_still_leased	Write the row ONLY if it still carries the lease the caller was given.
ORDINARY	SUBJECT-EXTERNAL	docstring	boltrig/store/tenant_scope.py:83	pool	Whether statements on ``pool``'s connections must drop to ``boltrig_app``.
ORDINARY	SUBJECT-EXTERNAL	docstring	boltrig/work/store.py:105	cap	Persist discovered child items and write them back, capped (US-WRK-04).
ORDINARY	SUBJECT-EXTERNAL	docstring	boltrig/workflows/control_flow.py:172	flow.branch	Pick the branch label a ``flow.branch`` step records.
ORDINARY	SUBJECT-EXTERNAL	docstring	boltrig/workflows/control_flow.py:268	branch	Whether a step's declared ``branch`` is satisfied by its parents' outputs.
ORDINARY	SUBJECT-EXTERNAL	docstring	boltrig/workflows/loop_execution.py:175	None	Extract per-iteration clone groups for parallel execution.
ORDINARY	SUBJECT-EXTERNAL	docstring	boltrig/workflows/scheduler_loop.py:40	next_due_at	Schedules whose stored ``next_due_at`` has passed.
ORDINARY	SUBJECT-REACHED	docstring	boltrig/adapters/builtin/desktop.py:1	HandsRegistry	The desktop-hands adapter (source = 'builtin'), binding DH-1.
ORDINARY	SUBJECT-REACHED	comment	boltrig/adapters/builtin/fish_audio.py:203	bearer_token	Fail closed before the request is built: when `bearer_token` yields None
ORDINARY	SUBJECT-REACHED	docstring	boltrig/adapters/builtin/local_whisper.py:1	allow_internal	Local whisper.cpp STT as a governed Boltrig verb.
ORDINARY	SUBJECT-REACHED	comment	boltrig/adapters/builtin/local_whisper.py:134	bearer_token	Requiring `bearer_token` here would fail closed on the one provider that is
ORDINARY	SUBJECT-REACHED	docstring	boltrig/adapters/builtin/local_whisper.py:189	allow_internal	Multipart upload the base's JSON ``request()`` cannot carry.
ORDINARY	SUBJECT-REACHED	docstring	boltrig/adapters/builtin/pocket_voice.py:195	allow_internal	The same raw path the vendor siblings use: the base's JSON ``request()`` cannot carry raw audio bytes back from TTS.
ORDINARY	SUBJECT-REACHED	docstring	boltrig/adapters/egress.py:106	allow_internal	Return a refusal reason if the fetch is not permitted, else ``None``.
ORDINARY	SUBJECT-REACHED	docstring	boltrig/adapters/egress.py:157	pinned_async_client	Resolve the URL's host and refuse it (raise) if the egress guard says so.
ORDINARY	SUBJECT-REACHED	docstring	boltrig/adapters/egress.py:172	EgressBlocked	Resolve ``url``'s host ONCE, run the full egress policy over every returned IPv4/IPv6 address, and return ``(host, vetted_ip)`` - the IP the connection must be pinned to.
ORDINARY	SUBJECT-REACHED	docstring	boltrig/adapters/egress.py:214	EgressBlocked	Vet ``url`` and return an ``httpx.AsyncHTTPTransport`` pinned to the audited IP (H2/SEC-61).
ORDINARY	SUBJECT-REACHED	docstring	boltrig/adapters/egress.py:245	EgressBlocked	Vet ``url`` and return an ``httpx.AsyncClient`` pinned to the audited IP so httpx cannot re-resolve to a different (internal) address (H2/SEC-61).
ORDINARY	SUBJECT-REACHED	docstring	boltrig/adapters/egress.py:282	pinned_async_client	Vet ``url`` and return a synchronous ``httpx.Client`` pinned to the audited IP - the sync counterpart of :func:`pinned_async_client` (H2/SEC-61).
ORDINARY	SUBJECT-REACHED	docstring	boltrig/adapters/generator.py:1	GeneratedAdapter.render_source	Deterministic OpenAPI -> adapter generator (US-ADP-01, SEC-22).
ORDINARY	SUBJECT-REACHED	docstring	boltrig/adapters/mcp_transport.py:109	egress.EgressBlocked	The SSRF-pinned client for this server (H2/SEC-61): vetted and pinned to the audited IP, ``follow_redirects=False``.
ORDINARY	SUBJECT-REACHED	docstring	boltrig/adapters/mcp_transport.py:85	allow_internal	One MCP server's HTTP transport: the pinned client, header conventions, the lazy handshake, the server-issued session id, and SSE decoding.
ORDINARY	SUBJECT-REACHED	docstring	boltrig/api/codex_execution.py:1	shadow_admit	Flag-gated composition of the Codex read-only execution stack.
ORDINARY	SUBJECT-REACHED	docstring	boltrig/api/codex_trusted.py:111	assert_cell_isolation_boundary	Prove the read-only sandbox ENGAGES here, before composing anything on it.
ORDINARY	SUBJECT-REACHED	docstring	boltrig/api/platform_bootstrap.py:51	control.set_admin	The distill adapter's craft gate uses the composition-owned EvalRunner (never constructing its own spawner - the CODEX-COMPOSITION-1 source gate);
ORDINARY	SUBJECT-REACHED	docstring	boltrig/config/control_rehydrate.py:1	api.bootstrap._rehydrate_store_adapters	Rebuilding a live adapter instance from its persisted store row.
ORDINARY	SUBJECT-REACHED	comment	boltrig/config/manifest.py:216	_tighten_cap	cap (min(default, manifest)), never loosen it (see ``_tighten_cap`` below).
ORDINARY	SUBJECT-REACHED	docstring	boltrig/config/manifest.py:262	_parse_chat	Bare chat-turn authority ([2026] VJS-COUNTY 1): which skill set a bare chat turn spawns with, per caller role.
ORDINARY	SUBJECT-REACHED	docstring	boltrig/config/manifest.py:612	dev_posture.posture_block	Parse ``development_posture`` into a ``dev_posture.DevelopmentPosture``.
ORDINARY	SUBJECT-REACHED	docstring	boltrig/config/manifest_reconcile.py:88	BulkCapabilityDeactivationError	Compute the plan and enforce the mass-deactivation guard BEFORE any write.
ORDINARY	SUBJECT-REACHED	docstring	boltrig/config/weak_secrets.py:52	is_weak_secret	True when ``value`` is absent, a known placeholder, or obviously unfilled.
ORDINARY	SUBJECT-REACHED	docstring	boltrig/distill/adapter.py:159	allow_internal	JSON call to the fixed operator-configured sidecar.
ORDINARY	SUBJECT-REACHED	docstring	boltrig/emotion/engine.py:1	now	The pure affective engine: emotions, needs, mood and tension over time (EMO-3).
ORDINARY	SUBJECT-REACHED	docstring	boltrig/emotion/engine.py:197	now	Apply the ``kind`` appraisal's deltas, scaled by ``intensity``.
ORDINARY	SUBJECT-REACHED	docstring	boltrig/emotion/engine.py:220	now	The ten observable scalars (each 0..1), after decaying state to ``now``.
ORDINARY	SUBJECT-REACHED	docstring	boltrig/emotion/engine.py:266	tick	Rebuild an engine from a :meth:`snapshot` mapping, tolerantly.
ORDINARY	SUBJECT-REACHED	docstring	boltrig/fleet/__init__.py:1	kernel.set_agent_invoker	The Boltrig agent fleet (Epic FLT).
ORDINARY	SUBJECT-REACHED	docstring	boltrig/fleet/application/assignment_admission.py:58	GrantLeaseBinding.from_execution_assignment	The sole atomic, total path from trusted facts to an attested assignment.
ORDINARY	SUBJECT-REACHED	docstring	boltrig/fleet/chat.py:264	store.mark_message_superseded	Regenerate the last assistant reply (append-plus-supersede, [2026] VJS-COUNTY 4).
ORDINARY	SUBJECT-REACHED	docstring	boltrig/fleet/chat.py:343	regenerate_turn	Carry out the write a human approved, on the turn that asked for it (decision 0018, Order 4).
ORDINARY	SUBJECT-REACHED	docstring	boltrig/fleet/chief_of_staff.py:81	work_item	Return the department name that should own ``work_item``.
ORDINARY	SUBJECT-REACHED	docstring	boltrig/fleet/codex_runtime.py:310	UnavailableRuntime	Construct the trusted read-only Codex runtime, or a typed unavailable one.
ORDINARY	SUBJECT-REACHED	docstring	boltrig/fleet/hatchet_app.py:167	HatchetExecutor	Run a stored workflow through the interpreter with BOTH durability seams wired (NFR-REL-02): each step dispatches inside its own ``executor.run_step`` boundary AND the checkpoint seam replays completed steps, so a re-run
ORDINARY	SUBJECT-REACHED	docstring	boltrig/fleet/hatchet_app.py:243	register_task	Register the task bodies on an executor with a ``register_task`` seam (the LocalDurableExecutor): the offline carriage of the same bodies the Hatchet worker serves (US-EXE-05).
ORDINARY	SUBJECT-REACHED	docstring	boltrig/fleet/infrastructure/cell_process.py:1	CodexCellSupervisor	Drive a spawner-created cell from the unprivileged API ([2026] VJS-CC-VJS 7 J1).
ORDINARY	SUBJECT-REACHED	docstring	boltrig/fleet/infrastructure/cell_spawner.py:326	_require_projected_file	The ownership/mode leg of validate_cell_layout, run by the cell uid itself.
ORDINARY	SUBJECT-REACHED	docstring	boltrig/fleet/infrastructure/codex_client_support.py:205	send_request	Write a client->server RESPONSE to a server-initiated request.
ORDINARY	SUBJECT-REACHED	docstring	boltrig/fleet/infrastructure/codex_kernel_tools_phase.py:140	knowledge.search	The exact model-facing NESTED tool name for a kernel verb.
ORDINARY	SUBJECT-REACHED	docstring	boltrig/fleet/infrastructure/codex_protocol.py:327	_decode_object	Encode a client->server RESPONSE to a server-initiated request.
ORDINARY	SUBJECT-REACHED	docstring	boltrig/fleet/infrastructure/codex_read_only_phase.py:1	read_only_static_profile	The shared read-only Codex phase contract (adapter <-> admission source).
ORDINARY	SUBJECT-REACHED	docstring	boltrig/fleet/infrastructure/codex_runtime_config_argv.py:194	codex_app_server_arguments	Gate the SHAPE of an argv at a boundary that cannot see the receipt.
ORDINARY	SUBJECT-REACHED	docstring	boltrig/fleet/infrastructure/codex_runtime_validation.py:1	AgentRuntime	Fail-closed validation at the Codex ``AgentRuntime`` boundary.
ORDINARY	SUBJECT-REACHED	docstring	boltrig/fleet/infrastructure/codex_sandbox_engagement.py:1	QuarantinedCodexPreflightReceipt.production_complete	Prove the read-only filesystem sandbox ENGAGES on this host, or refuse to start.
ORDINARY	SUBJECT-REACHED	docstring	boltrig/fleet/infrastructure/memory_capability_attestations.py:31	resolve	Serializable non-evicting reference adapter with bounded backpressure.
ORDINARY	SUBJECT-REACHED	docstring	boltrig/fleet/infrastructure/model_proxy_peer_listener.py:97	bind	Bind either an abstract ``@name`` or a filesystem path.
ORDINARY	SUBJECT-REACHED	docstring	boltrig/fleet/infrastructure/model_proxy_tool_ceiling.py:167	enforce_tool_ceiling	Enforce the ceiling on the RESPONSE and reattach the MCP namespace.
ORDINARY	SUBJECT-REACHED	docstring	boltrig/fleet/infrastructure/model_proxy_tool_ceiling.py:209	ToolCeilingViolation	Consume a raw response chunk; return the processed bytes to relay.
ORDINARY	SUBJECT-REACHED	docstring	boltrig/fleet/infrastructure/postgres_capability_attestations.py:26	resolve	Durable insert-once capability-attestation store backed by PostgreSQL.
ORDINARY	SUBJECT-REACHED	docstring	boltrig/fleet/model_gateway.py:113	endpoint	Route a resolved endpoint through the gateway for a conversation.
ORDINARY	SUBJECT-REACHED	docstring	boltrig/fleet/model_router.py:1	SensitiveDataMisrouted	The model-endpoint router guard (US-PRIV-01, SEC-12).
ORDINARY	SUBJECT-REACHED	docstring	boltrig/fleet/pump.py:140	WorkItem	Persist a step's discovered follow-on work as PENDING children (D7).
ORDINARY	SUBJECT-REACHED	comment	boltrig/fleet/pump.py:77	_maybe_learn	defined here, read once below, and set only by tests, so `_maybe_learn` has never fired
ORDINARY	SUBJECT-REACHED	docstring	boltrig/fleet/pump_progress.py:93	WorkPump	The pump's serving loop, instrumented.
ORDINARY	SUBJECT-REACHED	docstring	boltrig/fleet/retention.py:108	run_retention_once	Loop :func:`run_retention_once` forever; cancellable, idle-sleeping.
ORDINARY	SUBJECT-REACHED	docstring	boltrig/fleet/runtime_resolver.py:314	kernel.mcp.issue_run_token	The injected trusted-Codex config, gated ONLY on ``capability.runtime``.
ORDINARY	SUBJECT-REACHED	docstring	boltrig/fleet/spawn.py:520	Spawner	Construct the fleet ``Spawner`` for a kernel.
ORDINARY	SUBJECT-REACHED	docstring	boltrig/fleet/sweep_progress.py:1	pending	Make a stalled loop distinguishable from an idle one.
ORDINARY	SUBJECT-REACHED	docstring	boltrig/identity/auth.py:331	OidcVerifier	Build a ``PrincipalResolver`` backed by Cloudflare Access (zero-trust edge).
ORDINARY	SUBJECT-REACHED	docstring	boltrig/identity/auth.py:386	build_principal_resolver	Header-trusting resolver for LOCAL DEV ONLY (mirrors the kernel default).
ORDINARY	SUBJECT-REACHED	docstring	boltrig/identity/rbac.py:224	narrow_grants_to_workspace	The verb-grant ceiling for a workspace role (D11), or ``None`` when the role has no namespace ceiling (``viewer``, handled by :func:`narrow_grants_to_workspace`, and any unknown role, which fails closed).
ORDINARY	SUBJECT-REACHED	docstring	boltrig/identity/sessions.py:216	list_workspaces_for_user	Re-authorize a session's active workspace against CURRENT membership (D4).
ORDINARY	SUBJECT-REACHED	docstring	boltrig/identity/sessions.py:257	request.state	Build the first-party session ``PrincipalResolver`` (D3).
ORDINARY	SUBJECT-REACHED	docstring	boltrig/kernel/approval_gate.py:131	held_call.name_redeemer	Refuse to MINT an approval no lane could ever redeem (decision 0018, Order 5).
ORDINARY	SUBJECT-REACHED	docstring	boltrig/kernel/camera_agent_routes.py:273	parse_enrollment	Record the enrolled face as KERNEL data, published by the host agent.
ORDINARY	SUBJECT-REACHED	docstring	boltrig/kernel/channel_notify.py:126	eligible_approval_responders	Enqueue an APPROVAL request's notice to every eligible approver.
ORDINARY	SUBJECT-REACHED	docstring	boltrig/kernel/channel_policy.py:88	authority.context_for	Stamp the resolved narrowing onto the durable work item.
ORDINARY	SUBJECT-REACHED	docstring	boltrig/kernel/events.py:173	max_seq	Record an event and fan it out to current subscribers (non-blocking).
ORDINARY	SUBJECT-REACHED	docstring	boltrig/kernel/events.py:205	chat._safe_exec	Re-open a closed stream so a continuation can be published to it.
ORDINARY	SUBJECT-REACHED	docstring	boltrig/kernel/held_call.py:143	_emit_pause	Record the pause durably: the ``held:`` checkpoint plus the sealed call.
ORDINARY	SUBJECT-REACHED	docstring	boltrig/kernel/held_call.py:264	held_write_is_waiting	Whether ANY held call is still paused on this run, whichever request it is.
ORDINARY	SUBJECT-REACHED	docstring	boltrig/kernel/held_call.py:84	dispatch._emit_pause	The run a pause belongs to: the run that DELEGATED to this one if any.
ORDINARY	SUBJECT-REACHED	docstring	boltrig/kernel/hitl.py:155	enqueue_approval_fanout	Best-effort channel notice to the humans who must act (SEC-179): enqueue to the subject's bound surface per their notification_prefs - and, for an APPROVAL, to every eligible approver (``enqueue_approval_fanout``: notice
ORDINARY	SUBJECT-REACHED	docstring	boltrig/kernel/hitl.py:247	consume_approved_by	Fire the resume notifier with the answered request, fail-safe (P9): the recorded answer is the truth; a notifier fault never voids it.
ORDINARY	SUBJECT-REACHED	docstring	boltrig/kernel/hitl.py:90	HITLRequest	Attach the answer -> resume bridge (NFR-REL-03): a callable (sync or async) fired with the answered :class:`HITLRequest`.
ORDINARY	SUBJECT-REACHED	docstring	boltrig/kernel/hitl_expiry.py:1	run_hitl_expiry_forever	Periodic HITL timeout enforcement (SEC-14) - the expiry sweep janitor.
ORDINARY	SUBJECT-REACHED	docstring	boltrig/kernel/hitl_response_auth.py:250	_notify_request	The users who may lawfully answer this APPROVAL request right now.
ORDINARY	SUBJECT-REACHED	docstring	boltrig/kernel/ratelimit.py:1	RedisCounter	Rate limiting (FR-KER-05, US-KER-04).
ORDINARY	SUBJECT-REACHED	docstring	boltrig/kernel/sensing_capability.py:158	status	Answer a request for a sensing capability, with a REASON.
ORDINARY	SUBJECT-REACHED	docstring	boltrig/kernel/sensing_capability.py:210	capabilities	The owner-facing projection.
ORDINARY	SUBJECT-REACHED	docstring	boltrig/kernel/sensing_policy.py:215	approval_posture_for	Every sensing setting for one user, parsed and defaulted.
ORDINARY	SUBJECT-REACHED	docstring	boltrig/kernel/sensing_routes.py:1	sensing_capability	Owner-facing routes for the camera and presence services.
ORDINARY	SUBJECT-REACHED	docstring	boltrig/kernel/sensing_routes.py:72	validated_capability_routes	Is this camera one the device agent actually published? Mirrors ``validated_capability_routes`` refusing an endpoint id with no ``model_endpoints`` row: a camera id nobody advertised is refused AT WRITE TIME, not discove
ORDINARY	SUBJECT-REACHED	comment	boltrig/models/access.py:71	workspace_id	never set it).
